LAUS_Area_Code,State,County,Area_Title,,Period,Civilian_Labor_Force,Employed,Unemployed_level,Unemployed_rate,early
CN1903500000000,19,35,Cherokee County, IA,6/1/2021,6307,6083,224,3.6,1
CN1903700000000,19,37,Chickasaw County, IA,6/1/2021,6347,6118,229,3.6,1
CN1903900000000,19,39,Clarke County, IA,6/1/2021,4839,4612,227,4.7,1
CN1904100000000,19,41,Clay County, IA,6/1/2021,8342,7990,352,4.2,1
CN1904300000000,19,43,Clayton County, IA,6/1/2021,9766,9311,455,4.7,1
CN1904500000000,19,45,Clinton County, IA,6/1/2021,21776,20470,1306,6,1
CN1904700000000,19,47,Crawford County, IA,6/1/2021,7896,7508,388,4.9,1
CN1904900000000,19,49,Dallas County, IA,6/1/2021,50948,49240,1708,3.4,1
CN1905100000000,19,51,Davis County, IA,6/1/2021,4108,3958,150,3.7,1
CN1905300000000,19,53,Decatur County, IA,6/1/2021,4342,4177,165,3.8,1
CN1905500000000,19,55,Delaware County, IA,6/1/2021,10585,10218,367,3.5,1
CN1905700000000,19,57,Des Moines County, IA,6/1/2021,18608,17308,1300,7,1
CN1905900000000,19,59,Dickinson County, IA,6/1/2021,10811,10399,412,3.8,1
CN1906100000000,19,61,Dubuque County, IA,6/1/2021,55202,52585,2617,4.7,1
CN1906300000000,19,63,Emmet County, IA,6/1/2021,5072,4814,258,5.1,1
CN1906500000000,19,65,Fayette County, IA,6/1/2021,10120,9602,518,5.1,1
CN1906700000000,19,67,Floyd County, IA,6/1/2021,8229,7855,374,4.5,1
CN1906900000000,19,69,Franklin County, IA,6/1/2021,5700,5473,227,4,1
CN1907100000000,19,71,Fremont County, IA,6/1/2021,3679,3562,117,3.2,1
CN1907300000000,19,73,Greene County, IA,6/1/2021,5379,5152,227,4.2,1
CN1907500000000,19,75,Grundy County, IA,6/1/2021,6181,5929,252,4.1,1
CN1907700000000,19,77,Guthrie County, IA,6/1/2021,5508,5269,239,4.3,1
CN1907900000000,19,79,Hamilton County, IA,6/1/2021,6776,6447,329,4.9,1
CN1908100000000,19,81,Hancock County, IA,6/1/2021,5772,5525,247,4.3,1
CN1908300000000,19,83,Hardin County, IA,6/1/2021,7765,7422,343,4.4,1
CN1908500000000,19,85,Harrison County, IA,6/1/2021,7131,6832,299,4.2,1
CN1908700000000,19,87,Henry County, IA,6/1/2021,9677,9222,455,4.7,1
CN1908900000000,19,89,Howard County, IA,6/1/2021,5007,4819,188,3.8,1
CN1909100000000,19,91,Humboldt County, IA,6/1/2021,4988,4803,185,3.7,1
CN1909300000000,19,93,Ida County, IA,6/1/2021,4010,3887,123,3.1,1
CN1909500000000,19,95,Iowa County, IA,6/1/2021,9914,9464,450,4.5,1
CN1909700000000,19,97,Jackson County, IA,6/1/2021,10664,10123,541,5.1,1
CN1909900000000,19,99,Jasper County, IA,6/1/2021,19428,18510,918,4.7,1
CN1910100000000,19,101,Jefferson County, IA,6/1/2021,9653,9188,465,4.8,1
CN1910300000000,19,103,Johnson County, IA,6/1/2021,82474,78800,3674,4.5,1
CN1910500000000,19,105,Jones County, IA,6/1/2021,10109,9633,476,4.7,1
CN1910700000000,19,107,Keokuk County, IA,6/1/2021,5170,4914,256,5,1
CN1910900000000,19,109,Kossuth County, IA,6/1/2021,8180,7897,283,3.5,1
CN1911100000000,19,111,Lee County, IA,6/1/2021,15467,14436,1031,6.7,1
CN1911300000000,19,113,Linn County, IA,6/1/2021,118004,111219,6785,5.7,1
CN1911500000000,19,115,Louisa County, IA,6/1/2021,5998,5752,246,4.1,1
CN1911700000000,19,117,Lucas County, IA,6/1/2021,4827,4671,156,3.2,1
CN1911900000000,19,119,Lyon County, IA,6/1/2021,7010,6846,164,2.3,1
CN1912100000000,19,121,Madison County, IA,6/1/2021,8517,8115,402,4.7,1
CN1912300000000,19,123,Mahaska County, IA,6/1/2021,11797,11315,482,4.1,1
CN1912500000000,19,125,Marion County, IA,6/1/2021,18324,17678,646,3.5,1
CN1912700000000,19,127,Marshall County, IA,6/1/2021,17299,16206,1093,6.3,1
CN1912900000000,19,129,Mills County, IA,6/1/2021,7207,6937,270,3.7,1
CN1913100000000,19,131,Mitchell County, IA,6/1/2021,6193,6010,183,3,1
CN1913300000000,19,133,Monona County, IA,6/1/2021,4389,4184,205,4.7,1
CN1913500000000,19,135,Monroe County, IA,6/1/2021,3946,3776,170,4.3,1
CN1913700000000,19,137,Montgomery County, IA,6/1/2021,4892,4648,244,5,1
CN1913900000000,19,139,Muscatine County, IA,6/1/2021,20711,19691,1020,4.9,1
CN1914100000000,19,141,O'Brien County, IA,6/1/2021,8195,7918,277,3.4,1
CN1914300000000,19,143,Osceola County, IA,6/1/2021,3551,3456,95,2.7,1
CN1914500000000,19,145,Page County, IA,6/1/2021,6378,6061,317,5,1
CN1914700000000,19,147,Palo Alto County, IA,6/1/2021,4479,4320,159,3.5,1
CN1914900000000,19,149,Plymouth County, IA,6/1/2021,14330,13830,500,3.5,1
CN1915100000000,19,151,Pocahontas County, IA,6/1/2021,4214,4056,158,3.7,1
CN1915300000000,19,153,Polk County, IA,6/1/2021,271429,257705,13724,5.1,1
CN1915500000000,19,155,Pottawattamie County, IA,6/1/2021,47466,45302,2164,4.6,1
CN1915700000000,19,157,Poweshiek County, IA,6/1/2021,9657,9120,537,5.6,1
CN1915900000000,19,159,Ringgold County, IA,6/1/2021,2413,2321,92,3.8,1
CN1916100000000,19,161,Sac County, IA,6/1/2021,5222,5052,170,3.3,1
CN1916300000000,19,163,Scott County, IA,6/1/2021,87105,81750,5355,6.1,1
CN1916500000000,19,165,Shelby County, IA,6/1/2021,6287,6055,232,3.7,1
CN1916700000000,19,167,Sioux County, IA,6/1/2021,20631,20078,553,2.7,1
CN1916900000000,19,169,Story County, IA,6/1/2021,54024,52051,1973,3.7,1
CN1917100000000,19,171,Tama County, IA,6/1/2021,9106,8666,440,4.8,1
CN1917300000000,19,173,Taylor County, IA,6/1/2021,3055,2943,112,3.7,1
CN1917500000000,19,175,Union County, IA,6/1/2021,6071,5765,306,5,1
CN1917700000000,19,177,Van Buren County, IA,6/1/2021,3703,3559,144,3.9,1
CN1917900000000,19,179,Wapello County, IA,6/1/2021,17445,16492,953,5.5,1
CN1918100000000,19,181,Warren County, IA,6/1/2021,28400,27225,1175,4.1,1
CN1918300000000,19,183,Washington County, IA,6/1/2021,11285,10833,452,4,1
CN1918500000000,19,185,Wayne County, IA,6/1/2021,2790,2669,121,4.3,1
CN1918700000000,19,187,Webster County, IA,6/1/2021,18765,17690,1075,5.7,1
CN1918900000000,19,189,Winnebago County, IA,6/1/2021,4982,4767,215,4.3,1
CN1919100000000,19,191,Winneshiek County, IA,6/1/2021,10862,10412,450,4.1,1
CN1919300000000,19,193,Woodbury County, IA,6/1/2021,54691,52027,2664,4.9,1
CN1919500000000,19,195,Worth County, IA,6/1/2021,4091,3912,179,4.4,1
CN1919700000000,19,197,Wright County, IA,6/1/2021,7004,6699,305,4.4,1
CN2000100000000,20,1,Allen County, KS,6/1/2021,6585,6299,286,4.3,0
CN2000300000000,20,3,Anderson County, KS,6/1/2021,4694,4515,179,3.8,0
CN2000500000000,20,5,Atchison County, KS,6/1/2021,6763,6373,390,5.8,0
CN2000700000000,20,7,Barber County, KS,6/1/2021,2414,2345,69,2.9,0
CN2000900000000,20,9,Barton County, KS,6/1/2021,13486,12979,507,3.8,0
CN2001100000000,20,11,Bourbon County, KS,6/1/2021,6668,6338,330,4.9,0
CN2001300000000,20,13,Brown County, KS,6/1/2021,5312,5110,202,3.8,0
CN2001500000000,20,15,Butler County, KS,6/1/2021,32960,31406,1554,4.7,0
CN2001700000000,20,17,Chase County, KS,6/1/2021,1474,1434,40,2.7,0
CN2001900000000,20,19,Chautauqua County, KS,6/1/2021,1553,1476,77,5,0
CN2002100000000,20,21,Cherokee County, KS,6/1/2021,9937,9528,409,4.1,0
CN2002300000000,20,23,Cheyenne County, KS,6/1/2021,1405,1372,33,2.3,0
CN2002500000000,20,25,Clark County, KS,6/1/2021,1169,1135,34,2.9,0
CN2002700000000,20,27,Clay County, KS,6/1/2021,3928,3782,146,3.7,0
CN2002900000000,20,29,Cloud County, KS,6/1/2021,3958,3791,167,4.2,0
CN2003100000000,20,31,Coffey County, KS,6/1/2021,4314,4125,189,4.4,0
CN2003300000000,20,33,Comanche County, KS,6/1/2021,952,919,33,3.5,0
CN2003500000000,20,35,Cowley County, KS,6/1/2021,16867,16052,815,4.8,0
CN2003700000000,20,37,Crawford County, KS,6/1/2021,19002,18180,822,4.3,0
CN2003900000000,20,39,Decatur County, KS,6/1/2021,1277,1231,46,3.6,0
CN2004100000000,20,41,Dickinson County, KS,6/1/2021,9207,8837,370,4,0
CN2004300000000,20,43,Doniphan County, KS,6/1/2021,4252,4073,179,4.2,0
CN2004500000000,20,45,Douglas County, KS,6/1/2021,62577,59751,2826,4.5,0
CN2004700000000,20,47,Edwards County, KS,6/1/2021,1552,1509,43,2.8,0
CN2004900000000,20,49,Elk County, KS,6/1/2021,1208,1159,49,4.1,0
CN2005100000000,20,51,Ellis County, KS,6/1/2021,17464,16982,482,2.8,0
CN2005300000000,20,53,Ellsworth County, KS,6/1/2021,2847,2764,83,2.9,0
CN2005500000000,20,55,Finney County, KS,6/1/2021,20929,20309,620,3,0
CN2005700000000,20,57,Ford County, KS,6/1/2021,18187,17645,542,3,0
CN2005900000000,20,59,Franklin County, KS,6/1/2021,14464,13867,597,4.1,0
CN2006100000000,20,61,Geary County, KS,6/1/2021,11396,10730,666,5.8,0
CN2006300000000,20,63,Gove County, KS,6/1/2021,1525,1484,41,2.7,0
CN2006500000000,20,65,Graham County, KS,6/1/2021,1161,1117,44,3.8,0
CN2006700000000,20,67,Grant County, KS,6/1/2021,3107,2970,137,4.4,0
CN2006900000000,20,69,Gray County, KS,6/1/2021,3417,3330,87,2.5,0
CN2007100000000,20,71,Greeley County, KS,6/1/2021,873,856,17,1.9,0
CN2007300000000,20,73,Greenwood County, KS,6/1/2021,3084,2967,117,3.8,0
CN2007500000000,20,75,Hamilton County, KS,6/1/2021,1737,1701,36,2.1,0
CN2007700000000,20,77,Harper County, KS,6/1/2021,2830,2726,104,3.7,0
CN2007900000000,20,79,Harvey County, KS,6/1/2021,17255,16560,695,4,0
CN2008100000000,20,81,Haskell County, KS,6/1/2021,2335,2281,54,2.3,0
CN2008300000000,20,83,Hodgeman County, KS,6/1/2021,1105,1075,30,2.7,0
CN2008500000000,20,85,Jackson County, KS,6/1/2021,7370,7101,269,3.6,0
CN2008700000000,20,87,Jefferson County, KS,6/1/2021,10506,10104,402,3.8,0
CN2008900000000,20,89,Jewell County, KS,6/1/2021,1330,1290,40,3,0
CN2009100000000,20,91,Johnson County, KS,6/1/2021,353004,340287,12717,3.6,0
CN2009300000000,20,93,Kearny County, KS,6/1/2021,2139,2088,51,2.4,0
CN2009500000000,20,95,Kingman County, KS,6/1/2021,3422,3282,140,4.1,0
CN2009700000000,20,97,Kiowa County, KS,6/1/2021,1212,1173,39,3.2,0
CN2009900000000,20,99,Labette County, KS,6/1/2021,9504,9058,446,4.7,0
CN2010100000000,20,101,Lane County, KS,6/1/2021,790,770,20,2.5,0
CN2010300000000,20,103,Leavenworth County, KS,6/1/2021,37987,36318,1669,4.4,0
CN2010500000000,20,105,Lincoln County, KS,6/1/2021,1696,1652,44,2.6,0
CN2010700000000,20,107,Linn County, KS,6/1/2021,4506,4267,239,5.3,0
CN2010900000000,20,109,Logan County, KS,6/1/2021,1739,1699,40,2.3,0
CN2011100000000,20,111,Lyon County, KS,6/1/2021,16770,16101,669,4,0
CN2011300000000,20,113,McPherson County, KS,6/1/2021,17516,17011,505,2.9,0
CN2011500000000,20,115,Marion County, KS,6/1/2021,6168,5952,216,3.5,0
CN2011700000000,20,117,Marshall County, KS,6/1/2021,5587,5437,150,2.7,0
CN2011900000000,20,119,Meade County, KS,6/1/2021,2287,2220,67,2.9,0
CN2012100000000,20,121,Miami County, KS,6/1/2021,18313,17614,699,3.8,0
CN2012300000000,20,123,Mitchell County, KS,6/1/2021,3518,3425,93,2.6,0
CN2012500000000,20,125,Montgomery County, KS,6/1/2021,15135,14302,833,5.5,0
CN2012700000000,20,127,Morris County, KS,6/1/2021,3244,3144,100,3.1,0
CN2012900000000,20,129,Morton County, KS,6/1/2021,1192,1148,44,3.7,0
CN2013100000000,20,131,Nemaha County, KS,6/1/2021,5748,5608,140,2.4,0
CN2013300000000,20,133,Neosho County, KS,6/1/2021,6224,5864,360,5.8,0
CN2013500000000,20,135,Ness County, KS,6/1/2021,1383,1343,40,2.9,0
CN2013700000000,20,137,Norton County, KS,6/1/2021,2736,2667,69,2.5,0
CN2013900000000,20,139,Osage County, KS,6/1/2021,8221,7902,319,3.9,0
CN2014100000000,20,141,Osborne County, KS,6/1/2021,2032,1979,53,2.6,0
CN2014300000000,20,143,Ottawa County, KS,6/1/2021,3018,2881,137,4.5,0
CN2014500000000,20,145,Pawnee County, KS,6/1/2021,2975,2886,89,3,0
CN2014700000000,20,147,Phillips County, KS,6/1/2021,2753,2673,80,2.9,0
CN2014900000000,20,149,Pottawatomie County, KS,6/1/2021,11222,10790,432,3.8,0
CN2015100000000,20,151,Pratt County, KS,6/1/2021,5035,4875,160,3.2,0
CN2015300000000,20,153,Rawlins County, KS,6/1/2021,1718,1681,37,2.2,0
CN2015500000000,20,155,Reno County, KS,6/1/2021,30412,29139,1273,4.2,0
CN2015700000000,20,157,Republic County, KS,6/1/2021,2391,2312,79,3.3,0
CN2015900000000,20,159,Rice County, KS,6/1/2021,5245,5063,182,3.5,0
CN2016100000000,20,161,Riley County, KS,6/1/2021,31705,30336,1369,4.3,0
CN2016300000000,20,163,Rooks County, KS,6/1/2021,2548,2461,87,3.4,0
CN2016500000000,20,165,Rush County, KS,6/1/2021,1601,1547,54,3.4,0
CN2016700000000,20,167,Russell County, KS,6/1/2021,3366,3253,113,3.4,0
CN2016900000000,20,169,Saline County, KS,6/1/2021,29399,28164,1235,4.2,0
CN2017100000000,20,171,Scott County, KS,6/1/2021,3035,2971,64,2.1,0
CN2017300000000,20,173,Sedgwick County, KS,6/1/2021,258284,242381,15903,6.2,0
CN2017500000000,20,175,Seward County, KS,6/1/2021,10290,9883,407,4,0
CN2017700000000,20,177,Shawnee County, KS,6/1/2021,93200,89400,3800,4.1,0
CN2017900000000,20,179,Sheridan County, KS,6/1/2021,1537,1498,39,2.5,0
CN2018100000000,20,181,Sherman County, KS,6/1/2021,2966,2856,110,3.7,0
CN2018300000000,20,183,Smith County, KS,6/1/2021,2091,2037,54,2.6,0
CN2018500000000,20,185,Stafford County, KS,6/1/2021,2081,2015,66,3.2,0
CN2018700000000,20,187,Stanton County, KS,6/1/2021,1145,1114,31,2.7,0
CN2018900000000,20,189,Stevens County, KS,6/1/2021,2915,2822,93,3.2,0
CN2019100000000,20,191,Sumner County, KS,6/1/2021,11096,10477,619,5.6,0
CN2019300000000,20,193,Thomas County, KS,6/1/2021,4360,4241,119,2.7,0
CN2019500000000,20,195,Trego County, KS,6/1/2021,1424,1381,43,3,0
CN2019700000000,20,197,Wabaunsee County, KS,6/1/2021,3799,3678,121,3.2,0
CN2019900000000,20,199,Wallace County, KS,6/1/2021,927,906,21,2.3,0
CN2020100000000,20,201,Washington County, KS,6/1/2021,3225,3146,79,2.4,0
CN2020300000000,20,203,Wichita County, KS,6/1/2021,1316,1282,34,2.6,0
CN2020500000000,20,205,Wilson County, KS,6/1/2021,4014,3801,213,5.3,0
CN2020700000000,20,207,Woodson County, KS,6/1/2021,1568,1497,71,4.5,0
CN2020900000000,20,209,Wyandotte County, KS,6/1/2021,81039,75881,5158,6.4,0
CN2100100000000,21,1,Adair County, KY,6/1/2021,6676,6257,419,6.3,0
CN2100300000000,21,3,Allen County, KY,6/1/2021,8684,8257,427,4.9,0
CN2100500000000,21,5,Anderson County, KY,6/1/2021,11461,10919,542,4.7,0
CN2100700000000,21,7,Ballard County, KY,6/1/2021,3278,3087,191,5.8,0
CN2100900000000,21,9,Barren County, KY,6/1/2021,17757,16685,1072,6,0
CN2101100000000,21,11,Bath County, KY,6/1/2021,4395,4122,273,6.2,0
CN2101300000000,21,13,Bell County, KY,6/1/2021,8149,7573,576,7.1,0
CN2101500000000,21,15,Boone County, KY,6/1/2021,70705,67640,3065,4.3,0
CN2101700000000,21,17,Bourbon County, KY,6/1/2021,9406,8977,429,4.6,0
CN2101900000000,21,19,Boyd County, KY,6/1/2021,17207,16017,1190,6.9,0
CN2102100000000,21,21,Boyle County, KY,6/1/2021,12430,11720,710,5.7,0
CN2102300000000,21,23,Bracken County, KY,6/1/2021,3741,3559,182,4.9,0
CN2102500000000,21,25,Breathitt County, KY,6/1/2021,3190,2892,298,9.3,0
CN2102700000000,21,27,Breckinridge County, KY,6/1/2021,7715,7225,490,6.4,0
CN2102900000000,21,29,Bullitt County, KY,6/1/2021,42475,39831,2644,6.2,0
CN2103100000000,21,31,Butler County, KY,6/1/2021,4860,4583,277,5.7,0
CN2103300000000,21,33,Caldwell County, KY,6/1/2021,5517,5225,292,5.3,0
CN2103500000000,21,35,Calloway County, KY,6/1/2021,16362,15457,905,5.5,0
CN2103700000000,21,37,Campbell County, KY,6/1/2021,50110,47786,2324,4.6,0
CN2103900000000,21,39,Carlisle County, KY,6/1/2021,2130,2033,97,4.6,0
CN2104100000000,21,41,Carroll County, KY,6/1/2021,4972,4728,244,4.9,0
CN2104300000000,21,43,Carter County, KY,6/1/2021,9528,8726,802,8.4,0
CN2104500000000,21,45,Casey County, KY,6/1/2021,6542,6225,317,4.8,0
CN2104700000000,21,47,Christian County, KY,6/1/2021,24889,23227,1662,6.7,0
CN2104900000000,21,49,Clark County, KY,6/1/2021,16625,15783,842,5.1,0
CN2105100000000,21,51,Clay County, KY,6/1/2021,5050,4645,405,8,0
CN2105300000000,21,53,Clinton County, KY,6/1/2021,3792,3587,205,5.4,0
CN2105500000000,21,55,Crittenden County, KY,6/1/2021,3542,3351,191,5.4,0
CN2105700000000,21,57,Cumberland County, KY,6/1/2021,3280,3141,139,4.2,0
CN2105900000000,21,59,Daviess County, KY,6/1/2021,44700,42386,2314,5.2,0
CN2106100000000,21,61,Edmonson County, KY,6/1/2021,4538,4254,284,6.3,0
CN2106300000000,21,63,Elliott County, KY,6/1/2021,1886,1712,174,9.2,0
CN2106500000000,21,65,Estill County, KY,6/1/2021,4901,4596,305,6.2,0
CN2106700000000,21,67,Fayette County, KY,6/1/2021,169348,161640,7708,4.6,0
CN2106900000000,21,69,Fleming County, KY,6/1/2021,5808,5465,343,5.9,0
CN2107100000000,21,71,Floyd County, KY,6/1/2021,10211,9367,844,8.3,0
CN2107300000000,21,73,Franklin County, KY,6/1/2021,24107,22859,1248,5.2,0
CN2107500000000,21,75,Fulton County, KY,6/1/2021,1928,1796,132,6.8,0
CN2107700000000,21,77,Gallatin County, KY,6/1/2021,4033,3837,196,4.9,0
CN2107900000000,21,79,Garrard County, KY,6/1/2021,7378,7005,373,5.1,0
CN2108100000000,21,81,Grant County, KY,6/1/2021,11477,10898,579,5,0
CN2108300000000,21,83,Graves County, KY,6/1/2021,15244,14453,791,5.2,0
CN2108500000000,21,85,Grayson County, KY,6/1/2021,10418,9762,656,6.3,0
CN2108700000000,21,87,Green County, KY,6/1/2021,4933,4698,235,4.8,0
CN2108900000000,21,89,Greenup County, KY,6/1/2021,12973,12018,955,7.4,0
CN2109100000000,21,91,Hancock County, KY,6/1/2021,3730,3535,195,5.2,0
CN2109300000000,21,93,Hardin County, KY,6/1/2021,46773,44154,2619,5.6,0
CN2109500000000,21,95,Harlan County, KY,6/1/2021,6209,5562,647,10.4,0
CN2109700000000,21,97,Harrison County, KY,6/1/2021,8494,8094,400,4.7,0
CN2109900000000,21,99,Hart County, KY,6/1/2021,7364,6976,388,5.3,0
CN2110100000000,21,101,Henderson County, KY,6/1/2021,20501,19418,1083,5.3,0
CN2110300000000,21,103,Henry County, KY,6/1/2021,8104,7674,430,5.3,0
CN2110500000000,21,105,Hickman County, KY,6/1/2021,1653,1560,93,5.6,0
CN2110700000000,21,107,Hopkins County, KY,6/1/2021,18263,17241,1022,5.6,0
CN2110900000000,21,109,Jackson County, KY,6/1/2021,3937,3645,292,7.4,0
CN2111100000000,21,111,Jefferson County, KY,6/1/2021,390254,367673,22581,5.8,0
CN2111300000000,21,113,Jessamine County, KY,6/1/2021,25721,24507,1214,4.7,0
CN2111500000000,21,115,Johnson County, KY,6/1/2021,6490,5944,546,8.4,0
CN2111700000000,21,117,Kenton County, KY,6/1/2021,86857,82736,4121,4.7,0
CN2111900000000,21,119,Knott County, KY,6/1/2021,4300,3946,354,8.2,0
CN2112100000000,21,121,Knox County, KY,6/1/2021,9948,9234,714,7.2,0
CN2112300000000,21,123,Larue County, KY,6/1/2021,5705,5364,341,6,0
CN2112500000000,21,125,Laurel County, KY,6/1/2021,24698,23361,1337,5.4,0
CN2112700000000,21,127,Lawrence County, KY,6/1/2021,5010,4633,377,7.5,0
CN2112900000000,21,129,Lee County, KY,6/1/2021,1978,1842,136,6.9,0
CN2113100000000,21,131,Leslie County, KY,6/1/2021,2555,2321,234,9.2,0
CN2113300000000,21,133,Letcher County, KY,6/1/2021,6046,5507,539,8.9,0
CN2113500000000,21,135,Lewis County, KY,6/1/2021,4494,4108,386,8.6,0
CN2113700000000,21,137,Lincoln County, KY,6/1/2021,9231,8663,568,6.2,0
CN2113900000000,21,139,Livingston County, KY,6/1/2021,3459,3232,227,6.6,0
CN2114100000000,21,141,Logan County, KY,6/1/2021,11814,11250,564,4.8,0
CN2114300000000,21,143,Lyon County, KY,6/1/2021,3248,3088,160,4.9,0
CN2114500000000,21,145,McCracken County, KY,6/1/2021,27701,26071,1630,5.9,0
CN2114700000000,21,147,McCreary County, KY,6/1/2021,4856,4512,344,7.1,0
CN2114900000000,21,149,McLean County, KY,6/1/2021,3946,3750,196,5,0
CN2115100000000,21,151,Madison County, KY,6/1/2021,44515,42378,2137,4.8,0
CN2115300000000,21,153,Magoffin County, KY,6/1/2021,3129,2717,412,13.2,0
CN2115500000000,21,155,Marion County, KY,6/1/2021,9084,8604,480,5.3,0
CN2115700000000,21,157,Marshall County, KY,6/1/2021,14730,14010,720,4.9,0
CN2115900000000,21,159,Martin County, KY,6/1/2021,2393,2142,251,10.5,0
CN2116100000000,21,161,Mason County, KY,6/1/2021,6808,6400,408,6,0
CN2116300000000,21,163,Meade County, KY,6/1/2021,11659,10909,750,6.4,0
CN2116500000000,21,165,Menifee County, KY,6/1/2021,2200,2037,163,7.4,0
CN2116700000000,21,167,Mercer County, KY,6/1/2021,9733,9223,510,5.2,0
CN2116900000000,21,169,Metcalfe County, KY,6/1/2021,3890,3656,234,6,0
CN2117100000000,21,171,Monroe County, KY,6/1/2021,4465,4241,224,5,0
CN2117300000000,21,173,Montgomery County, KY,6/1/2021,11001,10333,668,6.1,0
CN2117500000000,21,175,Morgan County, KY,6/1/2021,4278,3994,284,6.6,0
CN2117700000000,21,177,Muhlenberg County, KY,6/1/2021,9530,8796,734,7.7,0
CN2117900000000,21,179,Nelson County, KY,6/1/2021,22490,21256,1234,5.5,0
CN2118100000000,21,181,Nicholas County, KY,6/1/2021,3168,3012,156,4.9,0
CN2118300000000,21,183,Ohio County, KY,6/1/2021,8806,8260,546,6.2,0
CN2118500000000,21,185,Oldham County, KY,6/1/2021,32704,31170,1534,4.7,0
CN2118700000000,21,187,Owen County, KY,6/1/2021,5063,4815,248,4.9,0
CN2118900000000,21,189,Owsley County, KY,6/1/2021,1039,951,88,8.5,0
CN2119100000000,21,191,Pendleton County, KY,6/1/2021,6868,6538,330,4.8,0
CN2119300000000,21,193,Perry County, KY,6/1/2021,7964,7381,583,7.3,0
CN2119500000000,21,195,Pike County, KY,6/1/2021,18208,16837,1371,7.5,0
CN2119700000000,21,197,Powell County, KY,6/1/2021,5046,4768,278,5.5,0
CN2119900000000,21,199,Pulaski County, KY,6/1/2021,25009,23579,1430,5.7,0
CN2120100000000,21,201,Robertson County, KY,6/1/2021,777,738,39,5,0
CN2120300000000,21,203,Rockcastle County, KY,6/1/2021,6240,5872,368,5.9,0
CN2120500000000,21,205,Rowan County, KY,6/1/2021,9123,8527,596,6.5,0
CN2120700000000,21,207,Russell County, KY,6/1/2021,6139,5752,387,6.3,0
CN2120900000000,21,209,Scott County, KY,6/1/2021,28618,27402,1216,4.2,0
CN2121100000000,21,211,Shelby County, KY,6/1/2021,25283,24042,1241,4.9,0
CN2121300000000,21,213,Simpson County, KY,6/1/2021,8743,8323,420,4.8,0
CN2121500000000,21,215,Spencer County, KY,6/1/2021,10397,9752,645,6.2,0
CN2121700000000,21,217,Taylor County, KY,6/1/2021,12340,11773,567,4.6,0
CN2121900000000,21,219,Todd County, KY,6/1/2021,5345,5094,251,4.7,0
CN2122100000000,21,221,Trigg County, KY,6/1/2021,6116,5750,366,6,0
CN2122300000000,21,223,Trimble County, KY,6/1/2021,3793,3567,226,6,0
CN2122500000000,21,225,Union County, KY,6/1/2021,6031,5721,310,5.1,0
CN2122700000000,21,227,Warren County, KY,6/1/2021,62479,59357,3122,5,0
CN2122900000000,21,229,Washington County, KY,6/1/2021,6083,5799,284,4.7,0
CN2123100000000,21,231,Wayne County, KY,6/1/2021,7370,6934,436,5.9,0
CN2123300000000,21,233,Webster County, KY,6/1/2021,5390,5116,274,5.1,0
CN2123500000000,21,235,Whitley County, KY,6/1/2021,13791,12971,820,5.9,0
CN2123700000000,21,237,Wolfe County, KY,6/1/2021,2057,1912,145,7,0
CN2123900000000,21,239,Woodford County, KY,6/1/2021,14691,14091,600,4.1,0
CN2200100000000,22,1,Acadia Parish, LA,6/1/2021,23911,22384,1527,6.4,0
CN2200300000000,22,3,Allen Parish, LA,6/1/2021,7944,7326,618,7.8,0
CN2200500000000,22,5,Ascension Parish, LA,6/1/2021,64047,60408,3639,5.7,0
CN2200700000000,22,7,Assumption Parish, LA,6/1/2021,8960,8111,849,9.5,0
CN2200900000000,22,9,Avoyelles Parish, LA,6/1/2021,14924,13919,1005,6.7,0
CN2201100000000,22,11,Beauregard Parish, LA,6/1/2021,14611,13854,757,5.2,0
CN2201300000000,22,13,Bienville Parish, LA,6/1/2021,5413,4987,426,7.9,0
CN2201500000000,22,15,Bossier Parish, LA,6/1/2021,57524,54560,2964,5.2,0
CN2201700000000,22,17,Caddo Parish, LA,6/1/2021,104713,95911,8802,8.4,0
CN2201900000000,22,19,Calcasieu Parish, LA,6/1/2021,95402,88172,7230,7.6,0
CN2202100000000,22,21,Caldwell Parish, LA,6/1/2021,3742,3535,207,5.5,0
CN2202300000000,22,23,Cameron Parish, LA,6/1/2021,3427,3278,149,4.3,0
CN2202500000000,22,25,Catahoula Parish, LA,6/1/2021,3563,3338,225,6.3,0
CN2202700000000,22,27,Claiborne Parish, LA,6/1/2021,5571,5220,351,6.3,0
CN2202900000000,22,29,Concordia Parish, LA,6/1/2021,7043,6530,513,7.3,0
CN2203100000000,22,31,De Soto Parish, LA,6/1/2021,10802,10112,690,6.4,0
CN2203300000000,22,33,East Baton Rouge Parish, LA,6/1/2021,230289,213339,16950,7.4,0
CN2203500000000,22,35,East Carroll Parish, LA,6/1/2021,1817,1589,228,12.5,0
CN2203700000000,22,37,East Feliciana Parish, LA,6/1/2021,7811,7341,470,6,0
CN2203900000000,22,39,Evangeline Parish, LA,6/1/2021,12107,11272,835,6.9,0
CN2204100000000,22,41,Franklin Parish, LA,6/1/2021,7597,7039,558,7.3,0
CN2204300000000,22,43,Grant Parish, LA,6/1/2021,8227,7819,408,5,0
CN2204500000000,22,45,Iberia Parish, LA,6/1/2021,28673,26091,2582,9,0
CN2204700000000,22,47,Iberville Parish, LA,6/1/2021,14159,12721,1438,10.2,0
